APARATO,MARCA,MODELO,NUMERO_SER,FECHA,ENCARGADO,POSICION,INV_V04,FECHA_INV,STATUS,CHK,INVENTARIO,NUEVA_POS,POS_TEMP,REP_MTTO,INVO02,POS_MAY19,NO_AF,INV_P11,POSP18,RESPONINV,HORA_INV,GRUPO,ES_AF
PICTAL PD BOARD,MICROCHIP,MCP2515DM,TBR0829,2018-05-24,,E716123,,,P,E,ET,E716123,,0.0,,,SNAF,,E716123,287391,800.0,,
PICTAL PD BOARD,MICROCHIP,MCP2515DM,TBR0829,2018-05-24,,E716124,,,P,E,ET,E716124,,0.0,,,SNAF,,E716124,287391,800.0,,
PICTAIL PD BOARD,MICROCHIP,MCP2515DM,TBR0829,2018-05-24,,E716125,,,P,E,ET,E716125,,0.0,,,SNAF,,E716125,287391,800.0,,
PICTAL PD BOARD,MICROCHIP,MCP2515DM,TBR0829,2018-05-24,,E716126,,,P,E,ET,E716126,,0.0,,,SNAF,,E716126,287391,800.0,,
PICTAL PD BOARD,MICROCHIP,MCP2515DM,TBR0829,2018-05-24,,E716127,,,P,E,ET,E716127,,0.0,,,SNAF,,E716127,287139,800.0,,
PICTAL PD BOARD,MICROCHIP,MCP2515DM,TBR0829,2018-05-24,,E716128,,,P,E,ET,E716128,,0.0,,,SNAF,,E716128,287391,800.0,,
GRAPHICS PD BOARD,MICROCHIP,AC164127,BUR091919047,2018-05-24,,E716129,,,P,E,ET,E716129,,0.0,,,SNAF,,E716129,287391,800.0,,
GRAPHIC PD BOARD,MICROCHIP,AC164127,BUR09171902,2018-05-24,,E71612A,,,P,E,ET,E71612A,,0.0,,,SAF,,E71612A,287391,800.0,,
MPLAB ICE PAK,MICROCHIP,AC244002,JIT112453774,2018-05-24,,E71612B,,,P,E,ET,E71612B,,0.0,,,SNAF,,E71612B,287391,800.0,,
MPLAB ICE PAK,MICROCHIP,AC244002,JIT112453771,2018-05-24,,E71612C,,,P,E,ET,E71612C,,0.0,,,SNAF,,E71612C,287391,800.0,,
ZENA WIRELESS,MICROCHIP,AC182015-1,BUR114210062,2018-05-24,,E706131,,,P,E,ET,E706131,,0.0,,,SNAF,,E706131,287391,800.0,,
ZENA WIRELESS,MICROCHIP,AC182015-1,BUR120314518,2018-05-24,,E706132,,,P,E,ET,E706132,,0.0,,,SNAF,,E706132,287391,800.0,,
ZENA WIRELESS,MICROCHIP,AC182015-1,BUR120314517,2018-05-24,,E706133,,,P,E,ET,E706133,,0.0,,,SNAF,,E706133,287391,800.0,,
ICD HEADER,MICROCHIP,AC162051,MTI024500020,2018-05-24,,E706134,,,P,E,ET,E706134,,0.0,,,SNAF,,E706134,287391,800.0,,
PIC32 BLUETOOTH AUDI,MICROCHIP,DV320032,JIT135210039,2018-05-24,,E706135,,,P,E,ET,E706135,,0.0,,,SNAF,,E706135,287391,800.0,,
M2M PICTAIL DAUGHTER,MICROCHIP,AC320011,MTI111911009,2018-05-24,,E706136,,,P,E,ET,E706136,,0.0,,,SNAF,,E706136,287391,800.0,,
MULTIMEDIA EXPANSION,MICROCHIP,DM320005,JIT111112794,2018-05-24,,E706137,,,P,E,ET,E706137,,0.0,,,SNAF,,E706137,287391,800.0,,
ICD2 8/14 HEADER,MICROCHIP,AC162059,BUR052330076,2018-05-24,,E706138,,,P,E,ET,E706138,,0.0,,,SNAF,,E706138,287391,800.0,,
ICD2 8/14 HEADER,MICROCHIP,AC162059,BUR052330088,2018-05-24,,E706139,,,P,E,ET,E706139,,0.0,,,SNAF,,E706139,287391,800.0,,
ICD2 8P HEADER,MICROCHIP,AC162058,BUR053440109,2018-05-24,,E70613A,,,P,E,ET,E70613A,,0.0,,,SNAF,,E70613A,287391,800.0,,
ICD2 8P HEADER,MICROCHIP,AC162058,BUR053440118,2018-05-24,,E70613B,,,P,E,ET,E70613B,,0.0,,,SNAF,,E70613B,287391,800.0,,
PIC18F46J50 USB BOAR,MICROCHIP,MA180024,SNS,2018-05-24,,E70613C,,,P,E,ET,E70613C,,0.0,,,SNAF,,E70613C,287391,800.0,,
PIC18F46J50 USB BOAR,MICROCHIP,MA180024,SNS,2018-05-24,,E70613D,,,P,E,ET,E70613D,,0.0,,,SNAF,,E70613D,287391,800.0,,
REAL ICE KIT,MICROCHIP,AC244006,BUR110725011,2018-05-24,,E70613E,,,P,E,ET,E70613E,,0.0,,,SNAF,,E70613E,287391,800.0,,
REAL ICE KIT,MICROCHIP,AC244006,BUR11072505,2018-05-24,,E70613F,,,P,E,ET,E70613F,,0.0,,,SNAF,,E70613F,287391,800.0,,
PICTAIL PLUS D BOARD,MICROCHIP,AC164143,BUR114927027,2018-05-24,,E70613G,,,P,E,ET,E70613G,,0.0,,,SNAF,,E70613G,287391,800.0,,
PICTAL PLUS D BOARD,MICROCHIP,AC164143,BUR114927026,2018-05-24,,E70613H,,,P,E,ET,E70613H,,0.0,,,SNAF,,E70613H,287391,800.0,,
MPLAB REAL ICE,MICROCHIP,DV244005,JIT112444814,2018-05-25,,E701421,,,P,E,ET,E701421,,0.0,,,SNAF,,E701421,790236,800.0,,N
CARRO SEGUIDOR,S/M,S/M,S/N,2018-05-25,,E701443,,2019-05-17,P,E,ET,E701443,,0.0,,,SNAF,,E701371,790236,800.0,,N
MPLAB ICD HEADER,MICROCHIP,AC162051,S/N,2018-05-25,,E301156,,,P,E,ET,E301156,,0.0,,,SNAF,,E301156,790236,800.0,TARJ,N
MPLAB ICD HEADER,MICROCHIP,AC162051,S/N,2018-05-25,,E301157,,,P,E,ET,E301157,,0.0,,,SNAF,,E301157,790236,800.0,TARJ,N
MPLAB ICD HEADER,MICROCHIP,AC162051,S/N,2018-05-25,,E301158,,,P,E,ET,E301158,,0.0,,,SNAF,,E301158,790236,800.0,TARJ,N
MPLAB ICD HEADER,MICROCHIP,AC162051,S/N,2018-05-25,,E301159,,,P,E,ET,E301159,,0.0,,,SNAF,,E301159,790236,800.0,TARJ,N
MPLAB ICD HEADER,MICROCHIP,AC162051,S/N,2018-05-25,,E301160,,,P,E,ET,E301160,,0.0,,,SNAF,,E301160,790236,800.0,TARJ,N
MPLAB ICD HEADER,MICROCHIP,AC162051,S/N,2018-05-25,,E301161,,,P,E,ET,E301161,,0.0,,,SNAF,,E301161,790236,800.0,TARJ,N
MPLAC ICD HEADER,MICROCHIP,AC162051,S/N,2018-05-25,,E301162,,,P,E,ET,E301162,,0.0,,,SNAF,,E301162,790236,800.0,TARJ,N
MPLAB ICD HEADER,MICROCHIP,AC162051,S/N,2018-05-25,,E301163,,,P,E,ET,E301163,,0.0,,,SNAF,,E301163,790236,800.0,TARJ,N
MPLAB ICD HEADER,MICROCHIP,AC162051,S/N,2018-05-25,,E301164,,,P,E,ET,E301164,,0.0,,,SNAF,,E301164,790236,800.0,TARJ,N
MPLAB ICD HEADER,MICROCHIP,AC162051,S/N,2018-05-25,,E301165,,,P,E,ET,E301165,,0.0,,,SNAF,,E301165,790236,800.0,TARJ,N
MPLAB ICD HEADER,MICROCHIP,AC162051,S/N,2018-05-25,,E301166,,,P,E,ET,E301166,,0.0,,,SNAF,,E301166,790236,800.0,TARJ,N
MPLAB ICD HEADER,MICROCHIP,AC162051,S/N,2018-05-25,,E301167,,,P,E,ET,E301167,,0.0,,,SNAF,,E301167,790236,800.0,TARJ,N
MPLAB ICD HEADER,MICROCHIP,AC162051,S/N,2018-05-25,,E301168,,,P,E,ET,E301168,,0.0,,,SNAF,,E301168,790236,800.0,TARJ,N
MPLAB ICD HEADER,MICROCHIP,AC162051,S/N,2018-05-25,,E301169,,,P,E,ET,E301169,,0.0,,,SNAF,,E301169,790236,800.0,TARJ,N
MPLAB ICD HEADER,MICROCHIP,AC162051,S/N,2018-05-25,,E301170,,,P,E,ET,E301170,,0.0,,,SNAF,,E301170,790236,800.0,TARJ,N
MPLAB ICD HEADER,MICROCHIP,AC162051,S/N,2018-05-25,,E301171,,,P,E,ET,E301171,,0.0,,,SNAF,,E301171,790236,800.0,TARJ,N
TELEFONO,PANASONIC,KX-TS105LX,2DAFB046209,2018-05-25,,E704469,00,,P,E,ET,E704469,,0.0,,,SNAF,,E301176,790236,800.0,,
CAMARA DE VIDEO,SONY,HVC-2000E,200967,2018-05-25,,E301179,,,P,E,ET,E301179,,0.0,,,SNAF,,E301179,790236,800.0,CAMARA,N
SCANER AUTOMOTRIZ,SIEMENS,VAS5051,N1P7001361,2018-05-25,,E706383,,,P,E,ET,E706383,,0.0,,,AF/004464,,E301180,790236,800.0,,
HV PROBE 30KV,METRIX,HA541,S/N,2018-05-25,,EPVOL04,,,P,E,ET,EPVOL04,,0.0,,,SNAF,,EPVOL04,790236,800.0,,
HV PROBE 30KV,METRIX,HA541,S/N,2018-05-25,,EPVOL05,,,P,E,ET,EPVOL05,,0.0,,,SNAF,,EPVOL05,790236,800.0,,
DIVIDER PROBE,KETHLEY INSTRUM,6103A,S/N,2018-05-25,,EPVOL06,,,P,E,ET,EPVOL06,,0.0,,,SNAF,,EPVOL06,790236,800.0,,
SHIELDED TEST LEAD,KEITHLEY INSTRU,6101A,S/N,2018-05-25,,EPVOL07,,,P,E,ET,EPVOL07,,0.0,,,SNAF,,EPVOL07,790236,800.0,,
HIGH VOLTAGE PROBE,HP,1137A,93-4337,2018-05-25,,EPVOL08,,,P,E,ET,EPVOL08,,0.0,,,51376,,EPVOL08,790236,800.0,,
CONMUT. TELEFONICO,PANASONIC,KX-T61610,7DBVI010670,2018-05-25,,E706373,,,P,E,ET,E706373,,0.0,,,SNAF,,E301181,790236,800.0,,
GUIA DE ONDA SEC/REC,OMEGA,548-12,S/N,2018-05-28,,EGOSR03,,,P,E,ET,EGOSR03,,0.0,,,16128,,EGOSR03,790236,800.0,,
GUIA DE ONDA SEC/REC,OMEGA,548-12,S/N,2018-05-28,,EGOSR04,,,P,E,ET,EGOSR04,,0.0,,,16130,,EGOSR04,790236,800.0,,
GUIA DE ONDA SEC/REC,OMEGA,548-12,S/N,2018-05-28,,EGOSR05,,,P,E,ET,EGOSR05,,0.0,,,16144,,EGOSR05,790236,800.0,,
GUIA DE ONDA SEC/REC,OMEGA,548-12,146,2018-05-28,,EGOSR06,,,P,E,ET,EGOSR06,,0.0,,,16145,,EGOSR06,790236,800.0,,
GUIA DE ONDA SEC/REC,OMEGA,548-12,S/N,2018-05-28,,EGOSR07,,,P,E,ET,EGOSR07,,0.0,,,16148,,EGOSR07,790236,800.0,,
GUIA DE ONDA SEC/REC,OMEGA,548-12,143,2018-05-28,,EGOSR08,,,P,E,ET,EGOSR08,,0.0,,,16154,,EGOSR08,790236,800.0,,
GUIA DE ONDA SEC/REC,OMEGA,548-12,147,2018-05-28,,EGOSR09,,,P,E,ET,EGOSR09,,0.0,,,16155,,EGOSR09,790236,800.0,,
DIRECTIONAL COUPLE,OMEGA,318-C,252,2018-05-28,,EDCOU01,,,P,E,ET,EDCOU01,,0.0,,,15651,,EDCOU01,,800.0,,
DIRECTIONAL COUPLE,OMEGA,318-C,S/N,2018-05-28,,EDCOU02,,,P,E,ET,EDCOU02,,0.0,,,15652,,EDCOU02,790236,800.0,,
DIRECTIONAL COUPLE,OMEGA,318-B,251,2018-05-28,,EDCOU04,,,P,E,ET,EDCOU04,,0.0,,,15658,,EDCOU04,790236,800.0,,
SOPORTE UNIVERSAL,NARDA,3,S/N,2018-05-28,,ESOPU13,,,P,E,ET,ESOPU13,,0.0,,,16136,,ESOPU13,790236,800.0,,
SOPORTE UNIVERSAL,NARDA,3,S/N,2018-05-28,,ESOPU11,,,P,E,ET,ESOPU11,,0.0,,,16134,,ESOPU11,790236,800.0,,
SOPORTE UNIVERSAL,NARDA,3,S/N,2018-05-28,,ESOPU05,,,P,E,ET,ESOPU05,,0.0,,,16125,,ESOPU05,790236,800.0,,
SOPORTE UNIVERSAL,NARDA,3,S/N,2018-05-28,,ESOPU19,,,P,E,ET,ESOPU19,,0.0,,,16142,,ESOPU19,790236,800.0,,
SOPORTE UNIVERSAL,NARDA,3,S/N,2018-05-28,,ESOPU28,,,P,E,ET,ESOPU28,,0.0,,,16157,,ESOPU28,790236,800.0,,
SOPORTE UNIVERSAL,NARDA,3,S/N,2018-05-28,,ESOPU20,,,P,E,ET,ESOPU20,,0.0,,,16143,,ESOPU20,790236,800.0,,
SOPORTE UNIVERSAL,NARDA,3,S/N,2018-05-28,,ESOPU09,,,P,E,ET,ESOPU09,,0.0,,,16132,,ESOPU09,790236,800.0,,
SOPORTE UNIVERSAL,NARDA,3,S/N,2018-05-28,,ESOPU25,,,P,E,ET,ESOPU25,,0.0,,,16152,,ESOPU25,790236,800.0,,
SOPORTE UNIVERSAL,NARDA,3,S/N,2018-05-28,,ESOPU17,,,P,E,ET,ESOPU17,,0.0,,,16140,,ESOPU17,790236,800.0,,
SOPORTE UNIVERSAL,NARDA,3,S/N,2018-05-28,,ESOPU24,,,P,E,ET,ESOPU24,,0.0,,,16151,,ESOPU24,790236,800.0,,
SOPORTE UNIVERSAL,NARDA,3,S/N,2018-05-28,,ESOPU14,,,P,E,ET,ESOPU14,,0.0,,,16137,,ESOPU14,790236,800.0,,
SOPORTE UNIVERSAL,NARDA,3,S/N,2018-05-28,,ESOPU15,,,P,E,ET,ESOPU15,,0.0,,,16138,,ESOPU15,790236,800.0,,
SOPORTE UNIVERSAL,NARDA,3,S/N,2018-05-28,,ESOPU02,,,P,E,ET,ESOPU02,,0.0,,,16122,,ESOPU02,790236,800.0,,
SOPORTE UNIVERSAL,NARDA,3,S/N,2018-05-28,,ESOPU06,,,P,E,ET,ESOPU06,,0.0,,,16127,,ESOPU06,790236,800.0,,
SOPORTE UNIVERSAL,NARDA,3,S/N,2018-05-28,,ESOPU03,,,P,E,ET,ESOPU03,,0.0,,,16123,,ESOPU03,790236,800.0,,
SOPORTE UNIVERSAL,NARDA,3,S/N,2018-05-28,,ESOPU29,,,P,E,ET,ESOPU29,,0.0,,,16158,,ESOPU29,790236,800.0,,
SOPORTE UNIVERSAL,NARDA,3,S/N,2018-05-28,,ESOPU26,,,P,E,ET,ESOPU26,,0.0,,,16153,,ESOPU26,790236,800.0,,
SOPORTE UNIVERSAL,NARDA,3,S/N,2018-05-28,,ESOPU04,,,P,E,ET,ESOPU04,,0.0,,,16124,,ESOPU04,790236,800.0,,
SOPORTE UNIVERSAL,84RDA,3,S/N,2018-05-28,,ESOPU10,,,P,E,ET,ESOPU10,,0.0,,,16133,,ESOPU10,790236,800.0,,
SOPORTE UNIVERSAL,NARDA,3,S/N,2018-05-28,,ESOPU08,,,P,E,ET,ESOPU08,,0.0,,,16131,,ESOPU08,790236,800.0,,
SOPORTE UNIVERSAL,NARDA,3,S/N,2018-05-28,,ESOPU21,,,P,E,ET,ESOPU21,,0.0,,,16146,,ESOPU21,790236,800.0,,
SOPORTE UNIVERSAL,NARDA,3,S/N,2018-05-28,,ESOPU07,,,P,E,ET,ESOPU07,,0.0,,,16129,,ESOPU07,790236,800.0,,
SOPORTE UNIVERSAL,NARDA,3,S/N,2018-05-28,,ESOPU27,,,P,E,ET,ESOPU27,,0.0,,,16156,,ESOPU27,790236,800.0,,
SOPORTE UNIVERSAL,NARDA,3,S/N,2018-05-28,,ESOPU30,,,P,E,ET,ESOPU30,,0.0,,,SNAF,,ESOPU30,790236,800.0,,
SOPORTE UNIVERSAL,NARDA,3,S/N,2018-05-28,,ESOPU12,,,P,E,ET,ESOPU12,,0.0,,,16135,,ESOPU12,790236,800.0,,
SOPORTE UNIVERSAL,NARDA,3,S/N,2018-05-28,,ESOPU18,,,P,E,ET,ESOPU18,,0.0,,,16141,,ESOPU18,790236,800.0,,
SOPORTE UNIVERSAL,NARDA,3,S/N,2018-05-28,,ESOPU22,,,P,E,ET,ESOPU22,,0.0,,,16147,,ESOPU22,790236,800.0,,
SOPORTE UNIVERSAL,NARDA,3,S/N,2018-05-28,,ESOPU16,,,P,E,ET,ESOPU16,,0.0,,,16139,,ESOPU16,790236,800.0,,
CARGA VARIABLE,OMEGA,658,S/N,2018-05-28,,ECAVA02,,,P,E,ET,ECAVA02,,0.0,,,15882,,ECAVA02,790236,800.0,,
CARGA VARIABLE,OMEGA,658,18,2018-05-28,,ECAVA03,,,P,E,ET,ECAVA03,,0.0,,,15883,,ECAVA03,790236,800.0,,
CARGA VARIABLE,OMEGA,658,S/N,2018-05-28,,ECAVA04,,,P,E,ET,ECAVA04,,0.0,,,15884,,ECAVA04,790236,800.0,,
T TIPO E,OMEGA,608,24,2018-05-28,,ETTIE02,,,P,E,ET,ETTIE02,,0.0,,,16919,,ETTIE02,790236,800.0,,
T TIPO E,OMEGA,608,28,2018-05-28,,ETTIE04,,,P,E,ET,ETTIE04,,0.0,,,16924,,ETTIE04,790236,800.0,,
T TIPO E,OMEGA,608,23,2018-05-28,,ETTIE05,,,P,E,ET,ETTIE05,,0.0,,,16925,,ETTIE05,790236,800.0,,
T TIPO E,OMEGA,608,27,2018-05-28,,ETTIE06,,,P,E,ET,ETTIE06,,0.0,,,16927,,ETTIE06,790236,800.0,,
SOPORTE UNIVERSAL,NARDA,3,S/N,2018-05-28,,ESOPU23,,,P,E,ET,ESOPU23,,0.0,,,16150,,ESOPU23,790236,800.0,,
T MAGICA UNIV.,OMEGA,628,97,2018-05-28,,ETMUN02,,,P,E,ET,ETMUN02,,0.0,,,16917,,ETMUN02,790236,800.0,,
T MAGICA UNIV.,OMEGA,628,96,2018-05-28,,ETMUN03,,,P,E,ET,ETMUN03,,0.0,,,16922,,ETMUN03,790236,800.0,,
T MAGICA UNIV.,OMEGA,628,95,2018-05-28,,ETMUN04,,,P,E,ET,ETMUN04,,0.0,,,16926,,ETMUN04,790236,800.0,,
T MAGICA INIV.,OEMGA,628,98,2018-05-28,,ETMUN05,,,P,E,ET,ETMUN05,,0.0,,,16930,,ETMUN05,790236,800.0,,
T MAGICA UNIV.,OMEGA,628,94,2018-05-28,,ETMUN06,,,P,E,ET,ETMUN06,,0.0,,,16932,,ETMUN06,790236,800.0,,
T TIPO H,OMEGA,618,29,2018-05-28,,ETTIH01,,,P,E,ET,ETTIH01,,0.0,,,16920,,ETTIH01,790236,800.0,,
T TIPO H,OMEGA,618,30,2018-05-28,,ETTIH02,,,P,E,ET,ETTIH02,,0.0,,,16928,,ETTIH02,790236,800.0,,
T TIPO H,OEMGA,618,25,2018-05-28,,ETTIH03,,,P,E,ET,ETTIH03,,0.0,,,16929,,ETTIH03,790236,800.0,,
T TIPO H,OMEGA,618,26,2018-05-28,,ETTIH04,,,P,E,ET,ETTIH04,,0.0,,,16931,,ETTIH04,790236,800.0,,
T TIPO H,OMEGA,618,27,2018-05-28,,ETTIH05,,,P,E,ET,ETTIH05,,0.0,,,16933,,ETTIH05,790236,800.0,,
T TIPO H,OMEGA,618,28,2018-05-28,,ETTIH06,,,P,E,ET,ETTIH06,,0.0,,,16921,,ETTIH06,790236,800.0,,
ATENUADOR VARIABLE,OMEGA,198,263,2018-05-28,,EATVA02,,,P,E,ET,EATVA02,,0.0,,,51587,,EATVA02,790236,800.0,,
ATENUADOR VARIABLE,OMEGA,198,264,2018-05-28,,EATVA03,,,P,E,ET,EATVA03,,0.0,,,51588,,EATVA03,790236,800.0,,
ATENUADOR VARIABLE,OMEGA,198,265,2018-05-28,,EATVA04,,,P,E,ET,EATVA04,,0.0,,,51589,,EATVA04,790236,800.0,,
ATENUADOR 3DB,OMEGA,178A,4,2018-05-28,,EA3DB02,,,A,E,ET,EA3DB02,,0.0,,,SNAF,,EA3DB02,790236,800.0,,
ATENUADOR 10DB,OMEGA,178C,2,2018-05-28,,EA10D02,,,A,E,ET,EA10D02,,0.0,,,51590,,EA10D02,790236,800.0,,
"SHORT-WAVE GUIDE,MOV",OMEGA,498,51,2018-05-28,,ESHWA02,,,P,E,ET,ESHWA02,,0.0,,,16119,,ESHWA02,790236,800.0,,
